"","type","Player","Turniej","Data","Position","Priority","Information","Kraj","Nawierzchnia","update"
"47","atp","Alberto Barroso Campos","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"48","atp","Aldin Šetkić","Monastir 28",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"49","atp","Aldin Šetkić","Monastir 29",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"50","atp","Aldin Šetkić","Qual. Monastir 30",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"51","atp","Alec Deckers","Qual. The Hague",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"52","atp","Alejandro Davidovich Fokina","Hamburg",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"53","atp","Alejandro Davidovich Fokina","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"54","atp","Alejandro Manzanera Pertusa","Qual. Valencia/valencia",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"55","atp","Alejandro Manzanera Pertusa","Qual. Denia",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"56","atp","Alejandro Moro Cañas","Salzburg",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"57","atp","Alejandro Moro Cañas","Verona",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"58","atp","Alejandro Tabilo","Kitzbuhel",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"59","atp","Alejandro Tabilo","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"60","atp","Alejo Lorenzo Lingua Lavallén","Qual. Iasi",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"61","atp","Alejo Lorenzo Lingua Lavallén","Esch/alzette 2",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"62","atp","Alejo Lorenzo Lingua Lavallén","Qual. Tampere",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"63","atp","Alejo Sanchez Quilez","Roda De Bara",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"64","atp","Alejo Sanchez Quilez","Qual. Segovia",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"65","atp","Aleksandar Kovačević","Newport",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"66","atp","Aleksandar Kovačević","Atlanta",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"67","atp","Aleksandar Kovačević","Washington",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"68","atp","Aleksandar Vukic","Newport",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"69","atp","Aleksandar Vukic","Atlanta",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"70","atp","Aleksandar Vukic","Washington",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"71","atp","Aleksandr Braynin","Qual. Roda De Bara",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"72","atp","Aleksandr Braynin","Castelo Branco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"73","atp","Aleksandr Braynin","Qual. Denia",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"74","atp","Aleksandr Lobanov","Monastir 28",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"75","atp","Aleksandre Bakshi","Qual. Astana",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"76","atp","Aleksandre Bakshi","Qual. Astana",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"77","atp","Aleksandre Metreveli","Qual. Kassel",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"78","atp","Aleksandre Metreveli","Qual. Uslar",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"79","atp","Alessandro Giannessi","Qual. Braunschweig",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"80","atp","Alessandro Giannessi","Qual. Verona",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"81","atp","Alessandro Pecci","Qual. Padua",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"82","atp","Alessandro Pecci","Gubbio",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"83","atp","Alessandro Pecci","Qual. Perugia",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"84","atp","Alex Bolt","Chicago",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"85","atp","Alex De Minaur","Gstaad",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"86","atp","Alex De Minaur","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"87","atp","Alex Hernandez","Sao Paolo",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"88","atp","Alex Hernandez","Huamantla",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"89","atp","Alex Hernandez","Qual. Huamantla 2",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"90","atp","Alex Knaff","Esch/alzette 2",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"91","atp","Alex Knaff","Qual. Bacau",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"92","atp","Alex Martí Pujolras","The Hague",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"93","atp","Alex Martí Pujolras","Esch/alzette 2",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"94","atp","Alex Martí Pujolras","Qual. Bacau",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"95","atp","Alex Martinez","Roda De Bara",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"96","atp","Alex Martinez","Castelo Branco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"97","atp","Alex Martinez","Qual. Segovia",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"98","atp","Alex Michelsen","Newport",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"99","atp","Alex Michelsen","Washington",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"100","atp","Alexander Blockx","Amersfoort",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"101","atp","Alexander Blockx","Zug",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"102","atp","Alexander Bublik","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"103","atp","Alexander Kotzen","Qual. Dallas",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"104","atp","Alexander Kotzen","Qual. East Lansing",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"105","atp","Alexander Ritschard","Salzburg",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"106","atp","Alexander Ritschard","Qual. Bastad",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"107","atp","Alexander Shevchenko","Hamburg",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"108","atp","Alexander Shevchenko","Umag",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"109","atp","Alexander Shevchenko","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"110","atp","Alexander Stater","Sao Paolo",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"111","atp","Alexander Weis","Qual. Trieste",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"112","atp","Alexander Zgirovsky","Qual. Metzingen",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"113","atp","Alexander Zverev","Hamburg",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"114","atp","Alexander Zverev","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"115","atp","Alexandre Aubriot","Uriage",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"116","atp","Alexandre Aubriot","Bastia Lucciana",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"117","atp","Alexandre Aubriot","Qual. Rognac",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"118","atp","Alexandre Müller","Bastad",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"119","atp","Alexandre Müller","Qual. Umag",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"120","atp","Alexandre Reco","Nottingham 4",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"121","atp","Alexandre Reco","Qual. Porto",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"122","atp","Alexei Popyrin","Hamburg",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"123","atp","Alexei Popyrin","Umag",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"124","atp","Alexei Popyrin","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"125","atp","Alexey Vatutin","Qual. Salzburg",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"126","atp","Alexey Vatutin","Qual. Zug",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"127","atp","Alexey Zakharov","Qual. Salzburg",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"128","atp","Alexey Zakharov","Qual. Zug",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"129","atp","Alexis Galarneau","Winnipeg",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"130","atp","Alexis Galarneau","Granby",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"131","atp","Alexis Galarneau","Chicago",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"132","atp","Alexis Gautier","Pozoblanco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"133","atp","Alexis Gautier","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"134","atp","Aliaksandr Liaonenka","Qual. Tianjin 3",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"135","atp","Aliaksandr Liaonenka","Qual. Tianjin 4",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"136","atp","Alibek Kachmazov","Qual. Braunschweig",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"137","atp","Alibek Kachmazov","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"138","atp","Altuğ Çelikbilek","Pozoblanco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"139","atp","Altuğ Çelikbilek","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"140","atp","Álvaro Guillén Meza","Kassel",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"141","atp","Álvaro Guillén Meza","Qual. Amersfoort",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"142","atp","Álvaro Guillén Meza","Verona",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"143","atp","Amaury Raynel","Qual. Esch/alzette 2",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"144","atp","Amaury Raynel","Qual. Bacau",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"145","atp","Amit Vales","Nakhon Si Thammarat 5",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"146","atp","Amit Vales","Nakhon Si Thammarat 6",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"147","atp","Amit Vales","Qual. Huamantla 2",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"148","atp","Amr Elsayed","Monastir 28",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"149","atp","Amr Elsayed","Monastir 29",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"150","atp","Amr Elsayed","Monastir 30",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"151","atp","Andre Ilagan","Urbana",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"152","atp","Andrea Bacaloni","Umag",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"153","atp","Andrea Bacaloni","Qual. Gubbio",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"154","atp","Andrea Bacaloni","Qual. Porto",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"155","atp","Andrea Collarini","Padua",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"156","atp","Andrea Collarini","Telfs",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"157","atp","Andrea Guerrieri","Padua",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"158","atp","Andrea Guerrieri","Valencia/valencia",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"159","atp","Andrea Guerrieri","Qual. Zug",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"160","atp","Andrea Pellegrino","Trieste",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"161","atp","Andrea Pellegrino","Qual. Bastad",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"162","atp","Andrea Pellegrino","Verona",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"163","atp","Andrea Picchione","Qual. Trieste",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"164","atp","Andrea Picchione","Pozoblanco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"165","atp","Andrea Picchione","Qual. Verona",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"166","atp","Andrea Vavassori","Trieste",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"167","atp","Andrej Martin","Qual. Slovenska Bistrica",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"168","atp","Andrej Nedic","Kursumlijska Banja 12",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"169","atp","Andrej Nedic","Kursumlijska Banja 13",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"170","atp","Andrej Nedic","Qual. Kursumlijska Banja 14",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"171","atp","Andrés Andrade","Dallas",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"172","atp","Andrés Andrade","Qual. Granby",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"173","atp","Andrés Andrade","Qual. Chicago",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"174","atp","Andrew Fenty","Lakewood 2",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"175","atp","Andrew Fenty","Pittsford",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"176","atp","Andrew Paulson","Bacau",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"177","atp","Andrey Chepelev","Kursumlijska Banja 12",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"178","atp","Andrey Chepelev","Uslar",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"179","atp","Andrey Rublev","Bastad",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"180","atp","Andrey Rublev","Umag",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"181","atp","Andy Murray","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"182","atp","Antoine Bellier","Qual. Winnipeg",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"183","atp","Antoine Bellier","Qual. Granby",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"184","atp","Antoine Bellier","Qual. Chicago",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"185","atp","Antoine Escoffier","Roda De Bara",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"186","atp","Antoine Escoffier","Pozoblanco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"187","atp","Antoine Escoffier","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"188","atp","Antoine Ghibaudo","Qual. Astana",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"189","atp","Antoine Ghibaudo","Qual. Bacau",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"190","atp","Antoine Hoang","Uriage",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"191","atp","Anton Matusevich","Kassel",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"192","atp","Anton Matusevich","Qual. Zug",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"193","atp","Aoran Wang","Tianjin 3",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"194","atp","Aoran Wang","Qual. Astana",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"195","atp","Aristotelis Thanos","Umag",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"196","atp","Aristotelis Thanos","Qual. Kursumlijska Banja 13",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"197","atp","Aristotelis Thanos","Qual. Kursumlijska Banja 14",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"198","atp","Arthur Bouquier","Pozoblanco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"199","atp","Arthur Bouquier","Qual. Segovia",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"200","atp","Arthur Cazaux","Newport",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"201","atp","Arthur Cazaux","Qual. Atlanta",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"202","atp","Arthur Cazaux","Washington",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"203","atp","Arthur Fery","Roda De Bara",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"204","atp","Arthur Fils","Hamburg",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"205","atp","Arthur Fils","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"206","atp","Arthur Géa","Winnipeg",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"207","atp","Arthur Géa","Granby",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"208","atp","Arthur Géa","Chicago",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"209","atp","Arthur Reymond","Qual. Pozoblanco",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"210","atp","Arthur Reymond","Qual. Segovia",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"211","atp","Arthur Rinderknech","Newport",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"212","atp","Arthur Rinderknech","Atlanta",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"213","atp","Arthur Rinderknech","Washington",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"214","atp","Arthur Weber","Kassel",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"215","atp","Arthur Weber","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"216","atp","Aryan Shah","Qual. Astana",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"217","atp","Aslan Karatsev","Qual. Atlanta",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"218","atp","Aslan Karatsev","Washington",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"219","atp","August Holmgren","Nottingham 3",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"220","atp","August Holmgren","Pozoblanco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"221","atp","August Holmgren","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"222","atp","Axel Garcian","Monastir 29",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"223","atp","Axel Garcian","Qual. Monastir 30",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"224","atp","Axel Nefve","Dallas",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"225","atp","Axel Nefve","East Lansing",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"226","atp","Axel Nefve","Qual. Urbana",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"227","atp","Aziz Dougaz","Trieste",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"228","atp","Aziz Dougaz","Castelo Branco",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"229","atp","Aziz Dougaz","Tampere",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"230","atp","Aziz Ouakaa","Monastir 29",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"231","atp","Aziz Ouakaa","Monastir 30",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"232","atp","Bang Shuo Yin","Qual. Tianjin 3",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"233","atp","Bang Shuo Yin","Qual. Tianjin 4",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"234","atp","Bautista Vilicich","Sao Paolo",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"235","atp","Ben Jones","Qual. Dallas",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"236","atp","Ben Jones","Qual. East Lansing",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"237","atp","Ben Jones","Qual. Huamantla 2",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"238","atp","Ben Shelton","Atlanta",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"239","atp","Ben Shelton","Washington",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"240","atp","Benjamin Bonzi","Winnipeg",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"241","atp","Benjamin Bonzi","Granby",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"242","atp","Benjamin Bonzi","Chicago",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"243","atp","Benjamin Hassan","Braunschweig",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"244","atp","Benjamin Hassan","Amersfoort",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"245","atp","Benjamin Hassan","Olympics",2024-07-29,"","1","MAIN DRAW","","",2024-07-05
"246","atp","Benjamin Lock","Roda De Bara",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"247","atp","Benjamin Lock","Segovia",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"248","atp","Benjamin Pietri","Qual. Kursumlijska Banja 12",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"249","atp","Benjamin Pietri","Qual. Kursumlijska Banja 13",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"250","atp","Benjamin Pietri","Qual. Kursumlijska Banja 14",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"251","atp","Benjamin Winter Lopez","Qual. Roda De Bara",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"252","atp","Benjamin Winter Lopez","Qual. Porto",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"253","atp","Benoît Paire","Trieste",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"254","atp","Benoît Paire","Qual. Bastad",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"255","atp","Benoît Paire","Zug",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"256","atp","Bernabé Zapata Miralles","Salzburg",2024-07-08,"","1","MAIN DRAW","","",2024-07-05
"257","atp","Bernabé Zapata Miralles","Amersfoort",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"258","atp","Bernabé Zapata Miralles","Zug",2024-07-22,"","1","MAIN DRAW","","",2024-07-05
"259","atp","Bernard Tomic","Qual. Winnipeg",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"260","atp","Bernard Tomic","East Lansing",2024-07-15,"","1","MAIN DRAW","","",2024-07-05
"261","atp","Bernard Tomic","Qual. Chicago",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"262","atp","Billy Harris","Qual. Newport",2024-07-15,"","1","QUALIFYING","","",2024-07-05
"263","atp","Billy Harris","Qual. Atlanta",2024-07-22,"","1","QUALIFYING","","",2024-07-05
"264","atp","Blaise Bicknell","Qual. Winnipeg",2024-07-08,"","1","QUALIFYING","","",2024-07-05
"265","atp","Blaise Bicknell","Qual. Granby",2024-07-15,"","1","QUALIFYING","","",2024-07-05
